dt,AverageTemperature
1839-09-01,16.480999999999998
1839-10-01,11.094
1839-11-01,2.03
1839-12-01,-1.186
1840-01-01,-6.987
1840-02-01,0.6579999999999999
1840-03-01,3.758
1840-04-01,10.104
1840-05-01,14.932
1840-06-01,19.101
1840-07-01,21.937
1840-08-01,21.611
1840-09-01,15.310999999999998
1840-10-01,10.142
1840-11-01,3.862
1840-12-01,-3.145
1841-01-01,-2.384
1841-02-01,-3.845
1841-03-01,1.785
1841-04-01,6.6629999999999985
1841-05-01,13.312000000000001
1841-06-01,20.96
1841-07-01,21.768
1841-08-01,21.321
1841-09-01,17.83
1841-10-01,7.677999999999999
1841-11-01,3.335
1841-12-01,-0.433
1842-01-01,-1.2229999999999999
1842-02-01,1.045
1842-03-01,5.699
1842-04-01,9.697000000000001
1842-05-01,13.233
1842-06-01,18.047
1842-07-01,22.087
1842-08-01,20.521
1842-09-01,15.845999999999998
1842-10-01,8.968
1842-11-01,1.564
1842-12-01,-2.579
1843-01-01,-0.29899999999999993
1843-02-01,-6.1320000000000014
1843-03-01,-3.095
1843-04-01,7.6880000000000015
1843-05-01,13.886
1843-06-01,19.624
1843-07-01,21.662
1843-08-01,21.385
1843-09-01,17.811999999999994
1843-10-01,8.443
1843-11-01,1.92
1843-12-01,-1.0
1844-01-01,-6.5280000000000005
1844-02-01,-2.802
1844-03-01,2.862
1844-04-01,11.526
1844-05-01,16.139
1844-06-01,19.193
1844-07-01,21.457
1844-08-01,20.441
1844-09-01,16.433999999999994
1844-10-01,9.099
1844-11-01,3.221
1844-12-01,-1.6569999999999998
1845-01-01,-1.403
1845-02-01,-2.004
1845-03-01,4.099
1845-04-01,8.913
1845-05-01,13.932
1845-06-01,19.628
1845-07-01,22.461
1845-08-01,22.139
1845-09-01,16.084
1845-10-01,10.335999999999999
1845-11-01,4.926
1845-12-01,-5.252000000000002
1846-01-01,-2.6639999999999997
1846-02-01,-4.496
1846-03-01,2.938
1846-04-01,9.825
1846-05-01,15.503
1846-06-01,18.63
1846-07-01,21.292
1846-08-01,21.46
1846-09-01,19.076
1846-10-01,9.424
1846-11-01,6.455
1846-12-01,-1.5759999999999998
1847-01-01,-2.556
1847-02-01,-2.094
1847-03-01,0.625
1847-04-01,7.8320000000000025
1847-05-01,14.436
1847-06-01,18.849
1847-07-01,22.476
1847-08-01,20.616
1847-09-01,16.038999999999998
1847-10-01,8.59
1847-11-01,5.917999999999998
1847-12-01,0.922
1848-01-01,-0.7890000000000001
1848-02-01,-2.153
1848-03-01,1.359
1848-04-01,8.943999999999997
1848-05-01,15.853000000000002
1848-06-01,19.965
1848-07-01,21.164
1848-08-01,21.087
1848-09-01,15.093999999999998
1848-10-01,9.847
1848-11-01,2.083
1848-12-01,1.991
1849-01-01,-4.96
1849-02-01,-5.33
1849-03-01,2.794
1849-04-01,7.5710000000000015
1849-05-01,12.707
1849-06-01,19.941
1849-07-01,21.545
1849-08-01,20.897
1849-09-01,15.933999999999996
1849-10-01,9.337
1849-11-01,7.442
1849-12-01,-1.88
1850-01-01,-1.301
1850-02-01,-0.4950000000000001
1850-03-01,1.5479999999999998
1850-04-01,6.1789999999999985
1850-05-01,11.761
1850-06-01,19.565
1850-07-01,22.421
1850-08-01,20.14
1850-09-01,16.014999999999993
1850-10-01,9.806
1850-11-01,5.43
1850-12-01,-1.92
1851-01-01,-1.802
1851-02-01,0.2919999999999998
1851-03-01,3.734
1851-04-01,8.265
1851-05-01,14.085
1851-06-01,18.464
1851-07-01,21.932
1851-08-01,20.069000000000006
1851-09-01,17.014999999999993
1851-10-01,11.102
1851-11-01,2.595
1851-12-01,-4.589
1852-01-01,-5.920999999999999
1852-02-01,-1.806
1852-03-01,1.5779999999999998
1852-04-01,5.6270000000000024
1852-05-01,14.724
1852-06-01,19.336
1852-07-01,22.329
1852-08-01,19.844
1852-09-01,15.768999999999998
1852-10-01,11.17
1852-11-01,3.147
1852-12-01,1.99
1853-01-01,-2.6639999999999997
1853-02-01,-0.8
1853-03-01,3.3080000000000003
1853-04-01,8.349
1853-05-01,14.851
1853-06-01,20.74
1853-07-01,21.35
1853-08-01,21.311
1853-09-01,17.169999999999998
1853-10-01,8.879999999999997
1853-11-01,5.372000000000001
1853-12-01,-1.766
1854-01-01,-3.067
1854-02-01,-2.648
1854-03-01,2.399
1854-04-01,7.254
1854-05-01,15.649000000000001
1854-06-01,19.873
1854-07-01,23.623
1854-08-01,21.64
1854-09-01,17.705
1854-10-01,11.456
1854-11-01,4.633
1854-12-01,-3.781
1855-01-01,-1.7469999999999999
1855-02-01,-5.5120000000000005
1855-03-01,1.315
1855-04-01,8.022
1855-05-01,14.373
1855-06-01,18.627
1855-07-01,22.712
1855-08-01,20.022
1855-09-01,17.122
1855-10-01,9.844
1855-11-01,5.211
1855-12-01,-0.636
1856-01-01,-7.622000000000001
1856-02-01,-5.897
1856-03-01,-1.925
1856-04-01,9.125
1856-05-01,13.322000000000001
1856-06-01,20.571
1856-07-01,23.301
1856-08-01,19.74
1856-09-01,17.043
1856-10-01,9.693
1856-11-01,4.107
1856-12-01,-3.028
1857-01-01,-9.162
1857-02-01,0.8609999999999998
1857-03-01,0.7170000000000001
1857-04-01,5.189
1857-05-01,13.299000000000001
1857-06-01,18.173
1857-07-01,21.797
1857-08-01,20.498
1857-09-01,16.355999999999998
1857-10-01,9.579
1857-11-01,3.8369999999999997
1857-12-01,1.041
1858-01-01,0.33599999999999985
1858-02-01,-5.011
1858-03-01,1.2229999999999999
1858-04-01,8.166
1858-05-01,12.645
1858-06-01,21.027
1858-07-01,22.095
1858-08-01,20.228
1858-09-01,16.302999999999994
1858-10-01,11.454
1858-11-01,2.194
1858-12-01,-1.068
1859-01-01,-2.83
1859-02-01,-0.7070000000000001
1859-03-01,5.327000000000001
1859-04-01,7.4010000000000025
1859-05-01,15.431
1859-06-01,18.037
1859-07-01,21.121
1859-08-01,20.396
1859-09-01,15.397999999999998
1859-10-01,8.480999999999998
1859-11-01,5.322
1859-12-01,-3.338
1860-01-01,-2.43
1860-02-01,-2.914
1860-03-01,3.9989999999999997
1860-04-01,7.568
1860-05-01,15.178
1860-06-01,19.09
1860-07-01,21.274
1860-08-01,20.992
1860-09-01,15.394999999999998
1860-10-01,10.345999999999998
1860-11-01,5.02
1860-12-01,-3.303
1861-01-01,-4.296
1861-02-01,0.02300000000000013
1861-03-01,2.059
1861-04-01,8.676
1861-05-01,12.61
1861-06-01,19.752
1861-07-01,21.603
1861-08-01,20.322
1861-09-01,17.203
1861-10-01,12.23
1861-11-01,3.8760000000000003
1861-12-01,-0.45
1862-01-01,-3.489
1862-02-01,-3.157
1862-03-01,1.0799999999999998
1862-04-01,7.417999999999998
1862-05-01,14.567
1862-06-01,17.847
1862-07-01,21.078000000000007
1862-08-01,21.383000000000006
1862-09-01,17.026999999999994
1862-10-01,11.344
1862-11-01,4.038
1862-12-01,-1.168
1863-01-01,-1.1309999999999998
1863-02-01,-2.471
1863-03-01,-0.98
1863-04-01,7.6370000000000005
1863-05-01,15.293
1863-06-01,17.979
1863-07-01,22.359
1863-08-01,22.709
1863-09-01,14.850999999999999
1863-10-01,9.646999999999998
1863-11-01,5.277
1863-12-01,-2.112
1864-01-01,-3.1069999999999998
1864-02-01,-1.3210000000000002
1864-03-01,1.577
1864-04-01,7.024000000000001
1864-05-01,15.902000000000001
1864-06-01,19.319000000000006
1864-07-01,22.217
1864-08-01,22.297
1864-09-01,15.285999999999998
1864-10-01,9.216
1864-11-01,4.3610000000000015
1864-12-01,-1.2990000000000002
1865-01-01,-6.48
1865-02-01,-3.153
1865-03-01,4.881
1865-04-01,9.6
1865-05-01,14.532
1865-06-01,21.632
1865-07-01,21.536
1865-08-01,20.448
1865-09-01,19.154
1865-10-01,9.368
1865-11-01,4.562
1865-12-01,-0.42
1866-01-01,-4.809
1866-02-01,-2.487
1866-03-01,0.77
1866-04-01,9.617
1866-05-01,12.982000000000001
1866-06-01,19.502
1866-07-01,23.508000000000006
1866-08-01,18.373
1866-09-01,16.953999999999994
1866-10-01,10.608999999999998
1866-11-01,5.0310000000000015
1866-12-01,-2.647
1867-01-01,-6.979
1867-02-01,0.556
1867-03-01,0.1469999999999998
1867-04-01,8.4
1867-05-01,12.157
1867-06-01,19.543
1867-07-01,21.073
1867-08-01,20.925
1867-09-01,16.451999999999998
1867-10-01,10.6
1867-11-01,4.535
1867-12-01,-4.386
1868-01-01,-5.6160000000000005
1868-02-01,-7.239
1868-03-01,1.506
1868-04-01,5.7700000000000005
1868-05-01,12.304
1868-06-01,18.83
1868-07-01,24.221
1868-08-01,21.58
1868-09-01,16.232
1868-10-01,8.366999999999999
1868-11-01,3.62
1868-12-01,-4.188
1869-01-01,-1.385
1869-02-01,-0.867
1869-03-01,-0.2669999999999999
1869-04-01,8.383000000000001
1869-05-01,13.209000000000001
1869-06-01,19.151
1869-07-01,21.261
1869-08-01,20.58
1869-09-01,17.185
1869-10-01,7.812999999999999
1869-11-01,2.0340000000000003
1869-12-01,-0.903
1870-01-01,0.685
1870-02-01,-2.639
1870-03-01,-0.29000000000000004
1870-04-01,8.939
1870-05-01,14.852
1870-06-01,21.508000000000006
1870-07-01,23.282
1870-08-01,22.115
1870-09-01,17.538999999999998
1870-10-01,11.363
1870-11-01,4.627
1870-12-01,-1.5579999999999998
1871-01-01,-4.312
1871-02-01,-2.8840000000000003
1871-03-01,5.127000000000002
1871-04-01,9.73
1871-05-01,14.717
1871-06-01,19.375
1871-07-01,20.934
1871-08-01,21.704
1871-09-01,14.095
1871-10-01,11.145
1871-11-01,1.706
1871-12-01,-4.081
1872-01-01,-4.27
1872-02-01,-3.67
1872-03-01,-2.656
1872-04-01,8.34
1872-05-01,15.432
1872-06-01,20.337
1872-07-01,23.505
1872-08-01,22.549
1872-09-01,17.198999999999998
1872-10-01,9.652
1872-11-01,2.492
1872-12-01,-5.648
1873-01-01,-5.29
1873-02-01,-4.057
1873-03-01,0.16699999999999982
1873-04-01,6.8770000000000024
1873-05-01,13.757
1873-06-01,19.933
1873-07-01,22.633000000000006
1873-08-01,20.525
1873-09-01,16.43
1873-10-01,10.133
1873-11-01,0.3280000000000003
1873-12-01,-0.15899999999999992
1874-01-01,-0.8999999999999999
1874-02-01,-2.6340000000000003
1874-03-01,1.713
1874-04-01,3.95
1874-05-01,14.024000000000001
1874-06-01,20.39
1874-07-01,22.0
1874-08-01,19.79
1874-09-01,17.889999999999993
1874-10-01,10.28
1874-11-01,3.607
1874-12-01,-1.426
1875-01-01,-6.7970000000000015
1875-02-01,-6.74
1875-03-01,-0.879
1875-04-01,5.2280000000000015
1875-05-01,14.32
1875-06-01,19.525
1875-07-01,21.869
1875-08-01,20.948
1875-09-01,15.729
1875-10-01,9.411
1875-11-01,1.5990000000000002
1875-12-01,-1.345
1876-01-01,0.04700000000000015
1876-02-01,-1.405
1876-03-01,0.8119999999999998
1876-04-01,7.355
1876-05-01,14.39
1876-06-01,21.679
1876-07-01,24.349
1876-08-01,22.385
1876-09-01,15.769999999999998
1876-10-01,8.055
1876-11-01,5.11
1876-12-01,-6.311
1877-01-01,-5.207999999999998
1877-02-01,0.2490000000000001
1877-03-01,1.5630000000000002
1877-04-01,8.440000000000001
1877-05-01,14.511
1877-06-01,20.431
1877-07-01,22.857
1877-08-01,22.604
1877-09-01,17.752999999999997
1877-10-01,11.652
1877-11-01,5.4620000000000015
1877-12-01,1.528
1878-01-01,-2.657
1878-02-01,-0.903
1878-03-01,5.555
1878-04-01,11.43
1878-05-01,14.368
1878-06-01,18.366
1878-07-01,23.71
1878-08-01,21.614
1878-09-01,18.101
1878-10-01,12.183
1878-11-01,4.553
1878-12-01,-1.742
1879-01-01,-5.456
1879-02-01,-4.322
1879-03-01,2.122
1879-04-01,6.9929999999999986
1879-05-01,15.736
1879-06-01,19.953
1879-07-01,22.548000000000002
1879-08-01,20.866
1879-09-01,15.833999999999998
1879-10-01,13.725
1879-11-01,4.0
1879-12-01,0.467
1880-01-01,1.3379999999999996
1880-02-01,0.1589999999999998
1880-03-01,1.6740000000000002
1880-04-01,8.866
1880-05-01,18.205
1880-06-01,21.172
1880-07-01,22.743000000000002
1880-08-01,20.989
1880-09-01,17.488
1880-10-01,9.829
1880-11-01,2.082
1880-12-01,-4.687
1881-01-01,-6.525
1881-02-01,-3.655
1881-03-01,1.702
1881-04-01,6.747000000000001
1881-05-01,16.118000000000002
1881-06-01,17.559
1881-07-01,22.059
1881-08-01,21.738000000000003
1881-09-01,21.002
1881-10-01,12.7
1881-11-01,5.502000000000002
1881-12-01,2.3000000000000003
1882-01-01,-3.54
1882-02-01,-0.345
1882-03-01,3.083
1882-04-01,7.009
1882-05-01,11.739
1882-06-01,19.691
1882-07-01,22.183000000000003
1882-08-01,20.892
1882-09-01,17.738999999999994
1882-10-01,12.380999999999998
1882-11-01,2.63
1882-12-01,-2.769
1883-01-01,-5.568
1883-02-01,-2.206
1883-03-01,-0.8690000000000002
1883-04-01,7.1590000000000025
1883-05-01,14.315
1883-06-01,20.842
1883-07-01,21.98
1883-08-01,19.576
1883-09-01,15.270999999999995
1883-10-01,9.457
1883-11-01,4.865
1883-12-01,-1.758
1884-01-01,-5.763
1884-02-01,-0.214
1884-03-01,1.537
1884-04-01,7.5790000000000015
1884-05-01,14.48
1884-06-01,19.986
1884-07-01,20.577
1884-08-01,20.962
1884-09-01,18.941
1884-10-01,11.267999999999999
1884-11-01,4.008
1884-12-01,-1.058
1885-01-01,-3.833
1885-02-01,-7.3610000000000015
1885-03-01,-2.88
1885-04-01,7.87
1885-05-01,13.452
1885-06-01,19.317
1885-07-01,22.917
1885-08-01,20.314
1885-09-01,15.945999999999998
1885-10-01,10.185
1885-11-01,4.981
1885-12-01,-0.45799999999999996
1886-01-01,-5.007
1886-02-01,-3.688
1886-03-01,1.6869999999999998
1886-04-01,9.828
1886-05-01,14.282
1886-06-01,18.231
1886-07-01,21.623
1886-08-01,20.253
1886-09-01,17.558
1886-10-01,11.127
1886-11-01,4.79
1886-12-01,-3.898
1887-01-01,-4.5680000000000005
1887-02-01,-1.554
1887-03-01,-0.6280000000000001
1887-04-01,7.0390000000000015
1887-05-01,16.948
1887-06-01,19.626
1887-07-01,24.494
1887-08-01,20.242
1887-09-01,15.075
1887-10-01,9.800999999999998
1887-11-01,3.886
1887-12-01,-1.128
1888-01-01,-6.698
1888-02-01,-3.2110000000000003
1888-03-01,-1.471
1888-04-01,7.2189999999999985
1888-05-01,13.896
1888-06-01,20.496
1888-07-01,20.565
1888-08-01,21.049
1888-09-01,15.707
1888-10-01,7.5699999999999985
1888-11-01,5.329
1888-12-01,-0.774
1889-01-01,-0.10599999999999987
1889-02-01,-4.769
1889-03-01,3.175
1889-04-01,9.16
1889-05-01,15.909
1889-06-01,19.831
1889-07-01,21.693
1889-08-01,20.049
1889-09-01,16.776
1889-10-01,8.419999999999998
1889-11-01,5.5760000000000005
1889-12-01,2.5610000000000004
1890-01-01,1.69
1890-02-01,1.851
1890-03-01,0.7290000000000001
1890-04-01,8.266
1890-05-01,14.642000000000001
1890-06-01,20.175
1890-07-01,21.094
1890-08-01,20.351
1890-09-01,16.563
1890-10-01,9.829999999999998
1890-11-01,4.045
1890-12-01,-3.833
1891-01-01,-1.767
1891-02-01,0.3689999999999998
1891-03-01,1.043
1891-04-01,9.531
1891-05-01,14.018
1891-06-01,19.833
1891-07-01,20.071
1891-08-01,21.252
1891-09-01,18.955
1891-10-01,9.917
1891-11-01,3.747
1891-12-01,2.999
1892-01-01,-3.632
1892-02-01,-1.189
1892-03-01,-0.31899999999999995
1892-04-01,8.099
1892-05-01,14.234000000000002
1892-06-01,21.58
1892-07-01,22.373
1892-08-01,21.694000000000006
1892-09-01,16.354
1892-10-01,10.015
1892-11-01,3.463
1892-12-01,-2.9
1893-01-01,-7.7029999999999985
1893-02-01,-3.5860000000000003
1893-03-01,0.6000000000000001
1893-04-01,7.586
1893-05-01,14.262
1893-06-01,20.279
1893-07-01,21.89
1893-08-01,21.495
1893-09-01,15.302999999999995
1893-10-01,11.350999999999999
1893-11-01,3.676
1893-12-01,-1.002
1894-01-01,-1.153
1894-02-01,-3.853
1894-03-01,4.85
1894-04-01,8.264000000000001
1894-05-01,15.23
1894-06-01,20.655
1894-07-01,23.328000000000007
1894-08-01,20.488000000000003
1894-09-01,18.684
1894-10-01,11.148
1894-11-01,2.494
1894-12-01,-0.7070000000000001
1895-01-01,-4.477
1895-02-01,-6.385
1895-03-01,0.6819999999999999
1895-04-01,8.174
1895-05-01,15.47
1895-06-01,21.468000000000004
1895-07-01,20.517
1895-08-01,21.864
1895-09-01,19.157
1895-10-01,7.8809999999999985
1895-11-01,5.692
1895-12-01,0.5910000000000001
1896-01-01,-4.416
1896-02-01,-2.15
1896-03-01,-0.9220000000000002
1896-04-01,10.307
1896-05-01,17.45
1896-06-01,19.009
1896-07-01,22.74
1896-08-01,21.743
1896-09-01,16.866
1896-10-01,9.082
1896-11-01,6.893
1896-12-01,-2.454
1897-01-01,-3.377
1897-02-01,-1.642
1897-03-01,2.897
1897-04-01,9.128
1897-05-01,14.885
1897-06-01,17.94
1897-07-01,22.668000000000006
1897-08-01,20.339
1897-09-01,17.048
1897-10-01,11.418
1897-11-01,4.6850000000000005
1897-12-01,-0.409
1898-01-01,-1.905
1898-02-01,-1.371
1898-03-01,6.085
1898-04-01,7.278
1898-05-01,14.055
1898-06-01,20.583
1898-07-01,23.2
1898-08-01,22.29
1898-09-01,18.823
1898-10-01,11.655
1898-11-01,3.948
1898-12-01,-1.789
1899-01-01,-3.674
1899-02-01,-4.893000000000002
1899-03-01,1.47
1899-04-01,8.718
1899-05-01,15.322000000000001
1899-06-01,21.169
1899-07-01,22.123
1899-08-01,21.242
1899-09-01,16.348
1899-10-01,11.843
1899-11-01,4.52
1899-12-01,-0.109
1900-01-01,-2.214
1900-02-01,-2.4770000000000003
1900-03-01,-0.07000000000000027
1900-04-01,9.069
1900-05-01,14.919
1900-06-01,20.527
1900-07-01,23.409
1900-08-01,23.384
1900-09-01,19.555999999999997
1900-10-01,13.779000000000002
1900-11-01,6.318
1900-12-01,-1.4240000000000002
1901-01-01,-2.607
1901-02-01,-5.641
1901-03-01,2.0709999999999997
1901-04-01,8.276
1901-05-01,14.068
1901-06-01,20.635
1901-07-01,24.42
1901-08-01,22.001
1901-09-01,17.84
1901-10-01,10.636
1901-11-01,1.67
1901-12-01,-1.901
1902-01-01,-4.177
1902-02-01,-3.9930000000000003
1902-03-01,5.239
1902-04-01,8.937999999999997
1902-05-01,14.591
1902-06-01,18.569000000000006
1902-07-01,21.605
1902-08-01,19.98
1902-09-01,16.651
1902-10-01,11.261
1902-11-01,7.567
1902-12-01,-3.074
1903-01-01,-3.261
1903-02-01,-1.226
1903-03-01,7.505
1903-04-01,9.015
1903-05-01,16.141000000000002
1903-06-01,16.727999999999998
1903-07-01,21.719
1903-08-01,18.566
1903-09-01,16.951999999999998
1903-10-01,11.368
1903-11-01,2.624
1903-12-01,-4.275
1904-01-01,-7.506
1904-02-01,-6.122000000000001
1904-03-01,0.997
1904-04-01,6.769
1904-05-01,16.42
1904-06-01,19.499
1904-07-01,21.380000000000006
1904-08-01,20.113
1904-09-01,16.584999999999994
1904-10-01,9.015
1904-11-01,2.491
1904-12-01,-5.215
1905-01-01,-5.011
1905-02-01,-6.806
1905-03-01,2.427
1905-04-01,8.683
1905-05-01,15.311
1905-06-01,19.343
1905-07-01,22.877
1905-08-01,20.336
1905-09-01,17.118
1905-10-01,11.040999999999999
1905-11-01,3.604
1905-12-01,0.2820000000000001
1906-01-01,0.3810000000000002
1906-02-01,-2.873
1906-03-01,-0.7130000000000001
1906-04-01,9.197000000000001
1906-05-01,15.203
1906-06-01,20.498
1906-07-01,22.101
1906-08-01,22.594
1906-09-01,18.993
1906-10-01,10.940999999999999
1906-11-01,4.493
1906-12-01,-2.053
1907-01-01,-2.736
1907-02-01,-7.0539999999999985
1907-03-01,3.359
1907-04-01,5.912000000000001
1907-05-01,11.828
1907-06-01,17.479
1907-07-01,22.126
1907-08-01,20.225
1907-09-01,17.941
1907-10-01,8.366
1907-11-01,4.289
1907-12-01,0.16200000000000006
1908-01-01,-2.37
1908-02-01,-4.464
1908-03-01,3.384
1908-04-01,8.894
1908-05-01,15.525
1908-06-01,20.235
1908-07-01,23.476
1908-08-01,20.499
1908-09-01,17.869
1908-10-01,12.114
1908-11-01,4.333
1908-12-01,-1.087
1909-01-01,-1.883
1909-02-01,1.023
1909-03-01,1.791
1909-04-01,8.427
1909-05-01,14.515
1909-06-01,20.131
1909-07-01,21.007
1909-08-01,20.072
1909-09-01,16.639
1909-10-01,9.011
1909-11-01,6.416
1909-12-01,-3.029
1910-01-01,-3.25
1910-02-01,-3.132
1910-03-01,5.609
1910-04-01,10.898
1910-05-01,14.538
1910-06-01,18.466
1910-07-01,23.063000000000002
1910-08-01,20.184
1910-09-01,18.084
1910-10-01,12.27
1910-11-01,2.935
1910-12-01,-5.034
1911-01-01,-1.34
1911-02-01,-2.718
1911-03-01,1.3559999999999999
1911-04-01,7.295
1911-05-01,17.598
1911-06-01,19.391
1911-07-01,23.482
1911-08-01,21.303
1911-09-01,17.520999999999994
1911-10-01,10.339
1911-11-01,3.201
1911-12-01,1.4900000000000002
1912-01-01,-7.67
1912-02-01,-4.206
1912-03-01,1.006
1912-04-01,8.802999999999997
1912-05-01,15.826
1912-06-01,18.857
1912-07-01,22.483
1912-08-01,19.769
1912-09-01,17.287999999999997
1912-10-01,12.184
1912-11-01,5.777
1912-12-01,0.7580000000000001
1913-01-01,2.011
1913-02-01,-3.157
1913-03-01,5.6069999999999975
1913-04-01,9.991
1913-05-01,14.470999999999998
1913-06-01,19.85
1913-07-01,22.471
1913-08-01,21.185
1913-09-01,16.506999999999998
1913-10-01,12.960999999999999
1913-11-01,6.175
1913-12-01,1.1
1914-01-01,-2.846
1914-02-01,-6.206
1914-03-01,0.5640000000000001
1914-04-01,7.525
1914-05-01,16.211000000000002
1914-06-01,19.075
1914-07-01,21.145
1914-08-01,21.668000000000006
1914-09-01,16.641
1914-10-01,12.847
1914-11-01,4.256
1914-12-01,-2.603
1915-01-01,-1.3719999999999999
1915-02-01,0.2349999999999999
1915-03-01,0.8849999999999998
1915-04-01,11.45
1915-05-01,13.124
1915-06-01,18.682
1915-07-01,21.609
1915-08-01,20.103
1915-09-01,19.081
1915-10-01,11.619000000000002
1915-11-01,4.9910000000000005
1915-12-01,-2.156
1916-01-01,-0.43000000000000016
1916-02-01,-4.44
1916-03-01,-1.91
1916-04-01,7.86
1916-05-01,15.089
1916-06-01,17.155
1916-07-01,22.861
1916-08-01,21.945
1916-09-01,17.233999999999998
1916-10-01,11.133
1916-11-01,4.38
1916-12-01,-1.7
1917-01-01,-2.5540000000000003
1917-02-01,-4.173
1917-03-01,1.98
1917-04-01,8.044
1917-05-01,10.848
1917-06-01,19.536
1917-07-01,22.505
1917-08-01,22.38
1917-09-01,15.224999999999998
1917-10-01,8.875
1917-11-01,2.844
1917-12-01,-6.579
1918-01-01,-8.596
1918-02-01,-3.822
1918-03-01,4.086
1918-04-01,8.775
1918-05-01,17.544
1918-06-01,18.173
1918-07-01,21.589000000000002
1918-08-01,22.602
1918-09-01,15.275
1918-10-01,12.262
1918-11-01,5.247000000000001
1918-12-01,0.958
1919-01-01,-0.7549999999999999
1919-02-01,-0.556
1919-03-01,4.797
1919-04-01,8.327
1919-05-01,15.071000000000002
1919-06-01,20.588
1919-07-01,22.202
1919-08-01,19.674
1919-09-01,17.423
1919-10-01,13.03
1919-11-01,4.666
1919-12-01,-3.9019999999999997
1920-01-01,-7.051
1920-02-01,-4.0790000000000015
1920-03-01,2.495
1920-04-01,7.336
1920-05-01,13.47
1920-06-01,19.026
1920-07-01,20.997
1920-08-01,21.548000000000002
1920-09-01,18.139
1920-10-01,13.742
1920-11-01,4.247
1920-12-01,0.4520000000000001
1921-01-01,-1.422
1921-02-01,-0.9360000000000002
1921-03-01,7.751
1921-04-01,12.415
1921-05-01,15.046
1921-06-01,20.407
1921-07-01,23.957
1921-08-01,19.764
1921-09-01,19.814
1921-10-01,10.807
1921-11-01,4.9910000000000005
1921-12-01,-1.633
1922-01-01,-4.633
1922-02-01,-0.861
1922-03-01,3.739
1922-04-01,9.192
1922-05-01,16.266000000000002
1922-06-01,20.671
1922-07-01,21.88
1922-08-01,20.634
1922-09-01,18.102999999999998
1922-10-01,12.073
1922-11-01,5.212999999999999
1922-12-01,-1.837
1923-01-01,-3.729
1923-02-01,-5.401
1923-03-01,1.2329999999999999
1923-04-01,8.841000000000003
1923-05-01,14.028
1923-06-01,21.221
1923-07-01,21.243000000000002
1923-08-01,20.306
1923-09-01,18.215
1923-10-01,10.572
1923-11-01,4.626
1923-12-01,3.002
1924-01-01,-1.887
1924-02-01,-3.935
1924-03-01,2.208
1924-04-01,7.5520000000000005
1924-05-01,12.432
1924-06-01,18.298
1924-07-01,21.399
1924-08-01,21.107
1924-09-01,15.360999999999999
1924-10-01,10.956
1924-11-01,4.422
1924-12-01,-1.682
1925-01-01,-5.131
1925-02-01,0.903
1925-03-01,4.811
1925-04-01,9.563
1925-05-01,13.236
1925-06-01,22.045
1925-07-01,21.223000000000006
1925-08-01,20.746
1925-09-01,18.259
1925-10-01,7.6469999999999985
1925-11-01,4.0310000000000015
1925-12-01,-0.6679999999999999
1926-01-01,-2.63
1926-02-01,-3.409
1926-03-01,0.10599999999999987
1926-04-01,6.487
